word,__sum_candidate,__sum_others,__total_candidate,__total_others,__ratio_candidate,__ratio_others,more_likely_candidate,more_likely_others,__sum_all,__total_all,__ratio_all,candidate
acusado,2.0,4.0,33411.0,146142.0,0.59861,0.27371,2.18703,0.45724,6.0,179553.0,0.33416,lulapelobrasil
acusando,1.0,2.0,33411.0,146142.0,0.2993,0.13685,2.18703,0.45724,3.0,179553.0,0.16708,lulapelobrasil
acusar,1.0,9.0,33411.0,146142.0,0.2993,0.61584,0.48601,2.05758,10.0,179553.0,0.55694,lulapelobrasil
acusação,5.0,7.0,33411.0,146142.0,1.49651,0.47899,3.12433,0.32007,12.0,179553.0,0.66833,lulapelobrasil
acusações,3.0,12.0,33411.0,146142.0,0.89791,0.82112,1.09352,0.91448,15.0,179553.0,0.83541,lulapelobrasil
acusou,1.0,1.0,33411.0,146142.0,0.2993,0.06843,4.37407,0.22862,2.0,179553.0,0.11139,lulapelobrasil
acúmulo,1.0,2.0,33411.0,146142.0,0.2993,0.13685,2.18703,0.45724,3.0,179553.0,0.16708,lulapelobrasil
adesão,1.0,8.0,33411.0,146142.0,0.2993,0.54741,0.54676,1.82896,9.0,179553.0,0.50124,lulapelobrasil
adeus,1.0,2.0,33411.0,146142.0,0.2993,0.13685,2.18703,0.45724,3.0,179553.0,0.16708,lulapelobrasil
adianta,9.0,15.0,33411.0,146142.0,2.69372,1.0264,2.62444,0.38103,24.0,179553.0,1.33665,lulapelobrasil
adiantar,1.0,4.0,33411.0,146142.0,0.2993,0.27371,1.09352,0.91448,5.0,179553.0,0.27847,lulapelobrasil
adiantou,1.0,2.0,33411.0,146142.0,0.2993,0.13685,2.18703,0.45724,3.0,179553.0,0.16708,lulapelobrasil
administrada,1.0,1.0,33411.0,146142.0,0.2993,0.06843,4.37407,0.22862,2.0,179553.0,0.11139,lulapelobrasil
administrar,2.0,6.0,33411.0,146142.0,0.59861,0.41056,1.45802,0.68586,8.0,179553.0,0.44555,lulapelobrasil
admiradores,1.0,1.0,33411.0,146142.0,0.2993,0.06843,4.37407,0.22862,2.0,179553.0,0.11139,lulapelobrasil
